id,author,title,year,journal,doi,pmid,abstract
1477,"Gong Q., Zhou L., Xu S., Li X., Zou Y., Chen J.",High doses of daunorubicin during induction therapy of newly diagnosed acute myeloid leukemia: A systematic review and meta-analysis of prospective clinical trials,2015,PLoS ONE,10.1371/journal.pone.0125612,25993000,"The right dose of daunorubicin (DNR) for the treatment of newly diagnosed acute myeloid leukemia (AML) is uncertain. Previous trials have shown conflicting results concerning the efficacy of high or low doses of daunorubicin to induction chemotherapy for newly diagnosed AML. A systematic review and meta-analysis was conducted to resolve this controversial issue. We compared the efficacy and safety of high doses of daunorubicin (HD-DNR) and traditional low doses of daunorubicin (LD-DNR) or idarubicin (IDA) during induction therapy of newly diagnosed AML. Data of 3,824 patients from 1,796 articles in the literature were retrieved and six randomized controlled trials were analyzed. The primary outcomes were overall survival (OS), disease-free survival (DFS), and event-free survival (EFS). The secondary outcomes included complete remission (CR), relapse, and toxicity. The meta-analysis results suggest that comparing HD-DNR with LD-DNR, there were significant differences in CR (RR = 1.19, 95%CI[1.12,1.18], p<0.00001), OS(HR = 0.88, 95% CI[0.79,0.99], p = 0.002), and EFS (HR = 0.86, 95%CI [0.74, 1.00], p = 0.008), but not in DFS, relapse, and toxicity. There were no statistically significant differences in any other outcomes between HD-DNR and IDA. The analysis indicates that compared with LD-DNR, HD-DNR can significantly improve CR, OS and EFS but not DFS, and did not increase occurrence of relapse and toxicity. ? 2015 Gong et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited."
1478,"Bakhsheshian J., Dahdaleh N.S., Lam S.K., Savage J.W., Smith Z.A.",The use of vancomycin powder in modern spine surgery: Systematic review and meta-analysis of the clinical evidence,2015,World Neurosurgery,10.1016/j.wneu.2014.12.033,25535069,"Background Surgical-site infections (SSIs) can lead to greater postoperative morbidity, mortality, and health care costs. Despite current prophylactic measures, rates of SSIs have been reported in up to 15% of patients undergoing spine surgery. The adjunctive local application of vancomycin powder in spine surgery is a low-cost strategy to help reduce SSIs. Vancomycin is active against skin pathogens that can potentially contaminate the wound during spinal surgery. The local application of vancomycin in its powder form ensures adequate surgical-site concentrations while minimizing adverse effects caused by undetectable systemic distribution. However, clinical studies have produced conflicting results, and the clinical evidence behind the use of vancomycin powder in modern spinal surgery practices is not clear. Purpose To examine the current clinical evidence on the use of vancomycin powder in spine surgery. Study Design Systematic review and meta-analysis of literature. Methods A comprehensive search of the English literature was conducted with PubMed (MEDLINE). The inclusion criteria consisted of intrawound vancomycin powder use in spine surgery as a prophylactic agent for SSIs. Studies that investigated nonspine surgeries, selected patients on the basis of clinical suspicion, or included patients with infections were excluded. Studies that compared intrawound vancomycin in spine surgery against their standard practice were pooled in the meta-analysis using a random-effects model. Results A total of 671 abstracts were reviewed, and 18 papers met inclusion/exclusion criteria and were included in this review. These included 1 randomized controlled trial, 13 comparative studies, and 4 case series. The level of evidence in hierarchical order was as follows: 1 level II, 13 level III, and 4 level IV. Fourteen of the studies, 1 randomized controlled trial and 13 comparative studies, were eligible for the meta-analysis. The odds of developing a deep infection with intrawound vancomycin powder were 0.23 times the odds of experiencing an infection without intrawound vancomycin (95% confidence interval 0.11-0.50, P = 0.0002, I2 = 47%). For combined superficial and deep infections the odds ratio was 0.43 (95% confidence interval 0.22-0.82, P = 0.01, I2 = 36%). Conclusions Numerous clinical studies have confirmed the safety of using vancomycin powder in the surgical site. The pooled clinical data supports the use of vancomycin to prevent SSIs in adult spine surgeries. The majority of the supporting literature is class III evidence. Existing studies use different definitions for surgical site infections and different pre-, peri-, and postoperative antibiotic regimens. Further high-quality investigations should use standardized protocols to confirm these findings. ? 2015 Elsevier Inc. All rights reserved."
1479,"Ofek Shlomai N., Rao S., Patole S.",Efficacy of interventions to improve hand hygiene compliance in neonatal units: a systematic review and meta-analysis,2015,European Journal of Clinical Microbiology and Infectious Diseases,10.1007/s10096-015-2313-1,25652605,"Healthcare-associated infections (HCAIs) cause significant morbidity and mortality in neonatal intensive care units (NICUs). Meticulous hand hygiene is the most effective strategy to prevent HCAI. However, hand hygiene compliance (HHC) is low, especially in ICUs. Hence, we aimed to evaluate the efficacy of strategies for improving HHC in NICUs. A systematic review of the literature and meta-analysis were carried out. PubMed, EMBASE, Cochrane CENTRAL and CINAHL were searched in October 2013. PRISMA guidelines were followed. The quality of included studies was assessed by the Newcastle–Ottawa scale (NOS). Sixteen eligible non-randomised studies were included. A total of 27,155 hand hygiene moments were observed. Meta-analysis using a random effects model indicated that a range of strategies, such as educational campaigns, musical parodies, reminders, easy access to hand hygiene sanitisers, UV sensors and performance feedback, improved HHC [odds ratio (OR) 2.04; 95?% confidence interval (CI) 1.40, 2.97]. Significant statistical heterogeneity was noted. Studies which specifically provided performance feedback at either the individual or group levels reported a more significant improvement in HHC compared to those that did not (OR 2.81; 95?% CI 1.32, 5.96 vs. OR 1.55; 95?% CI 1.13–2.11). Strategies to improve HHC in NICUs seem to be more effective when they include performance feedback at the personal or group levels. Randomised controlled trials (RCTs) specifically assessing the benefits of performance feedback in improving HHC are needed. ? 2015, Springer-Verlag Berlin Heidelberg."
1480,"Bateman D.K., Millhouse P.W., Shahi N., Kadam A.B., Maltenfort M.G., Koerner J.D., Vaccaro A.R.",Anterior lumbar spine surgery: A systematic review and meta-analysis of associated complications,2015,Spine Journal,10.1016/j.spinee.2015.02.040,25728552,"Background context: The anterior approach to the lumbar spine is increasingly used to accomplish various surgical procedures. However, the incidence and risk factors for complications associated with anterior lumbar spine surgery (ALS) have not been fully elucidated. Purpose: To identify and document types of complications and complication rates associated with ALS, determine risk factors for these events, and evaluate the effect of measures used to decrease complication rates. Study design: Systematic review and meta-analysis. Methods: A systematic review of the English-language literature was conducted for articles published between January 1992 and December 2013. A MEDLINE search was conducted to identify articles reporting complications associated with ALS. For each complication, the data were combined using a generalized linear mixed model with a binomial probability distribution and a random effect based on the study. Predictors used were the type of procedure (open, minimally invasive, or laparoscopic), the approach used (transperitoneal vs. retroperitoneal), use of recombinant bone morphogenetic protein-2, use of preoperative computed tomography angiography (CTA), and the utilization of an access surgeon. Open surgery was used as a reference category. Results: Seventy-six articles met final inclusion criteria and reported complication rates in 11,410 patients who underwent arthrodesis and/or arthroplasty via laparoscopic, mini-open, and open techniques. The overall complication rate was 14.1%, with intraoperative and postoperative complication rates of 9.1% and 5.2%, respectively. Only 3% of patients required reoperation or revision procedures. The most common complications reported were venous injury (3.2%), retrograde ejaculation (2.7%), neurologic injury (2%), prosthesis related (2%), postoperative ileus (1.4%), superficial infection (1%), and others (1.3%). Laparoscopic and transperitoneal procedures were associated with higher complication rates, whereas lower complication rates were observed in patients receiving mini-open techniques. Our analysis indicated that the use of recombinant bone morphogenetic protein-2 was associated with increased rates of retrograde ejaculation; however, there may be limitations in interpreting these data. Data regarding the use of preoperative CTA and an access surgeon were limited and demonstrated mixed benefit. Conclusions: Overall complication rates with ALS are relatively low, with the most common complications occurring at a rate of 1% to 3%. Complication rates are related to surgical technique, approach, and implant characteristics. Further randomized controlled trials are needed to validate the use of preventative measures including CTA and the use of an access surgeon. ? 2015 Elsevier Inc. All rights reserved."
1481,"Palomba S., Fornaciari E., Falbo A., La Sala G.B.",Safety and efficacy of the minilaparotomy for myomectomy: A systematic review and meta-analysis of randomized and non-randomized controlled trials,2015,Reproductive BioMedicine Online,10.1016/j.rbmo.2015.01.013,25769930,"Myomectomy is the most frequent reproductive surgery to preserve, improve fertility, or both. The present study was designed to assess the safety and efficacy of minilaparotomy for myomectomy through a systematic review of randomized and non-randomized controlled trials with a meta-analysis. All available studies comparing minilaparotomy myomectomy with laparotomy, other minimally invasive surgeries, or both, were included. Available surgical and reproductive data were extrapolated, and a qualitative and quantitative analysis was carried out. Fourteen studies were included in the final analysis for an overall sample of 2151 patients. A total of 1139 patients were treated with minilaparotomy, whereas 239 and 773 patients were treated, respectively, with the laparotomy or laparoscopy. Only two studies comparing minilaparotomy with laparoscopy assessed the reproductive outcomes, and their data synthesis did not demonstrate significant difference between the two surgical techniques. Specific surgical end-points differed significantly between minilaparotomy and laparotomy or laparoscopy, even if those differences were not clinically relevant. In conclusion, current data do not permit a definite conclusion to be drawn. Further studies are needed to clarify the risk-benefit ratio of the minilaparotomy compared with the other minimally invasive surgical procedures for myomectomy to provide clinical recommendations with strong scientific evidence. ? 2015 Reproductive Healthcare Ltd. All rights reserved."
1482,"Rezaee R., Aghcheli B., Poortahmasebi V., Qorbani M., Alavian S.M., Jazayeri S.M.",Prevalence of National Responsiveness to HBV vaccine after 22 years of Iranian expanded program on immunization (EPI): A systematic review and meta-analysis study,2015,Hepatitis Monthly,10.5812/hepatmon.15(4)2015.23618,,"Context: Hepatitis B Virus expanded program on immunization (EPI) started on 1993 in Iran. Most surveys have assessed the level of response to vaccine by measuring the titers of anti-HBs. This meta-analysis aimed to summarize the Iranian published data on the rate of vaccine-responders versus non-responders. Moreover, the impact of variables such as age, gender, type of vaccine, etc. on the levels of responsiveness was evaluated. Evidence Acquisition: All published papers on this topic in Iranian and international journals with affiliation of “Iran” were reviewed using standard Keywords up to 2014. We included our study to healthy participants with no previous HBV infection and who had already received a complete course of HB vaccine. The estimated prevalence and 95% confidence intervals in 28 eligible articles for HBV vaccine responders (anti-HBs > 10 IU/mL) and non-responders (10 <) were analyzed by random effect method due to between-study heterogeneity. Results: The age of subjects was between 6 months and 15 years old. Overall, 5991 (51.5%) were male and 4571 (48.5%) females. Overall, 80% were responders to vaccine versus 20% nonresponders. With increase in age, the number of responders to vaccine decreased significantly (P = 0.001). There was no strong difference between responders versus nonresponders to vaccine for gender, types of vaccine, ethnicity and living area. Conclusions: The results arose from this meta-analysis highlighted the safety of vaccine and its effectiveness in stimulating immune response of vaccines, despite being different in generation, manufacturers and types. Moreover, there was no substantial difference between Iranian and other international investigations in the rate of nonresponsiveness to HBV vaccine. ? 2015, Kowsar Corp."
1483,"Tan L., Tan L., Wang H.-F., Wang J., Tan C.-C., Tan M.-S., Meng X.-F., Wang C., Yu J.-T.",Efficacy and safety of atypical antipsychotic drug treatment for dementia: A systematic review and meta-analysis,2015,Alzheimer's Research and Therapy,10.1186/s13195-015-0102-9,,"Introduction: A wide variety of atypical antipsychotic drugs (risperidone, olanzapine, quetiapine, aripiprazole, ziprasidone and clozapine) are widely used in the management of neuropsychiatric symptoms, which are commonly seen in dementia, but results from randomised controlled trials (RCTs) on the efficacy and safety of these agents are conflicting. We aimed to quantify the efficacy and safety of atypical antipsychotic drugs on neuropsychiatric symptoms in dementia patients. Methods: PubMed, EMBASE, the Cochrane Controlled Trials Register and the Cochrane Database of Systematic Reviews for reports published before August 2014 were searched for eligible randomized controlled trials of atypical antipsychotic drugs therapy in patients with psychotic symptoms of dementia. Two reviewers independently assessed the quality of the trials and extracted information. Results: Overall, 23 relevant RCTs with 5,819 participants were identified. This meta-analysis demonstrated a significant efficacy of atypical antipsychotics on psychiatric symptoms and cognitive functions compared to placebo. In the meta-analysis, the weighted mean differences (WMDs) in change scores for psychiatric symptoms were in favor of aripiprazole (-4.4, 95% confidence interval (CI) - 7.04 to -1.77) and risperidone (-1.48, 95% CI -2.35 to -0.61) compared to placebo. In cognitive effects, WMDs in change scores for the Clinical Global Impression-Change (CGI-C) were in favor of aripiprazole, risperidone, olanzapine and quetiapine which ranged from a -0.30 points mean difference (95% CI:-0.59 to -0.01) in the aripiprazole trials to -0.43 (95% CI:-0.62 to -0.25) in the risperidone group. Patients receiving atypical antipsychotics showed no difference in risk for injuries or falls (P?>?0.05), significantly higher risks (P?<?0.05) for somnolence, urinary tract infection, edema and abnormal gait. However, there was no significant evidence for death reported. Conclusion: Aripiprazole and risperidone are able to improve psychiatric symptoms and slow decline in cognition function at average 12 weeks in patients with neuropsychiatric symptoms of dementia. However, high adverse events may offset the efficacy of atypical antipsychotics in dementia. ? 2015 Tan et al.; licensee BioMed Central."
1484,"Wang L., Xu X., Zhang H., Qian J., Zhu J.",Dried blood spots PCR assays to screen congenital cytomegalovirus infection: A meta-analysis,2015,Virology Journal,10.1186/s12985-015-0281-9,25889596,"The performance of dried blood spots (DBS) polymerase chain reaction (PCR) assays in screening for congenital cytomegalovirus (cCMV) infection varies between different studies. To determine whether the DBS PCR assay has sufficient accuracy to be used as a screening test for cCMV infection, we performed a meta-analysis of 15 studies (n = 26007 neonates) that evaluated the performance of DBS PCR tests in screening for cCMV infection and that met our inclusion criteria. The pooled sensitivity and specificity were 0.844 (95% CI = 0.812-0.872) and 0.999 (95% CI = 0.998-0.999), respectively, and the diagnostic odds ratio was 1362.10 (95%CI = 566.91-3272.60). As sensitivity analysis showed that the results were robust. In conclusion, the performance of DBS PCR assays for testing cCMV was more suitable for retrospective diagnosis than screening. ? 2015 Wang et al.; licensee BioMed Central."
1485,"Ogembo R.K., Gona P.N., Seymour A.J., Park H.S.-M., Bain P.A., Maranda L., Ogembo J.G.",Prevalence of human papillomavirus genotypes among African women with normal cervical cytology and neoplasia: A systematic review and meta-analysis,2015,PLoS ONE,10.1371/journal.pone.0122488,25875167,"Background: Several meta-analyses confirmed the five most prevalent human papillomavirus (HPV) strains in women with and without cervical neoplastic diseases are HPV16, 18, 31, 52, and 58. HPV16/18 are the predominant oncogenic genotypes, causing approximately 70% of global cervical cancer cases. The vast majority of the women studied in previous analyses were from Europe, North America, Asia, and most recently Latin America and the Caribbean. Despite the high burden of cervical cancer morbidity and mortality in Africa, a robust meta-analysis of HPV genotype prevalence and distribution in African women is lacking. Methods and Findings: We systematically searched 14 major databases from inception to August 2013 without language restriction, following the Meta-Analysis of Observational Studies in Epidemiology and the Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines. Seventy-one studies from 23 African countries were identified after screening 1162 citations and data abstracted and study quality appraised from 195 articles. HPV type-specific prevalence and distribution was estimated from 17,273 cases of women with normal cervical cytology; 1019 women with atypical squamous cells of undetermined significance (ASCUS); 1444 women with low-grade squamous intraepithelial lesion (LSIL); 1571 women with high-grade squamous intraepithelial lesion (HSIL); and 4,067 cases of invasive cervical carcinoma (ICC). Overall prevalence of HPV16/18 were 4.4% and 2.8% of women with normal cytology, 12.0% and 4.4% with ASCUS, 14.5% and 10.0% with LSIL, 31.2% and 13.9% with HSIL, and 49.7% and 18.0% with ICC, respectively. Study limitations include the lack of adequate data from Middle and Northern African regions, and variations in the HPV type-specific sensitivity of different genotyping protocols. Conclusions: To our knowledge, this study is the most comprehensive assessment of the overall prevalence and distribution of HPV genotypes in African women with and without different cervical neoplasias. We have established that HPV16/18 account for 67.7% of ICC cases among African women. Based on our findings, we highly recommend the administration of existing prophylactic vaccines to younger women not infected with HPV16/18 and an increase in HPV screening efforts for high-risk genotypes to prevent cervical cancer. Review registration:International Prospective Register of Systematic Reviews CRD42013006558. ? 2015 Ogembo et al."
1486,McFarland L.V.,Probiotics for the primary and secondary prevention of C. difficile infections: A meta-analysis and systematic review,2015,Antibiotics,10.3390/antibiotics4020160,,"Clostridium difficile infections are a global clinical concern and are one of the leading causes of nosocomial outbreaks. Preventing these infections has benefited from multidisciplinary infection control strategies and new antibiotics, but the problem persists. Probiotics are effective in preventing antibiotic-associated diarrhea and may also be a beneficial strategy for C. difficile infections, but randomized controlled trials are scarce. This meta-analysis pools 21 randomized, controlled trials for primary prevention of C. difficile infections (CDI) and four trials for secondary prevention of C. difficile recurrences and assesses the efficacy of specific probiotic strains. Four probiotics significantly improved primary CDI prevention: (Saccharomyces boulardii, Lactobacillus casei DN114001, a mixture of L. acidophilus and Bifidobacterium bifidum, and a mixture of L. acidophilus, L. casei and L. rhamnosus). None of the tested probiotics significantly improved secondary prevention of CDI. More confirmatory randomized trials are needed to establish if probiotics are useful for preventing C. difficile infections. ? 2015 by the authors; licensee MDPI, Basel, Switzerland."
1487,"Polyzos K.A., Konstantelias A.A., Falagas M.E.",Risk factors for cardiac implantable electronic device infection: A systematic review and meta-analysis,2015,Europace,10.1093/europace/euv053,25926473,"Infectious complications after cardiac implantable electronic device (CIED) implantation are increasing over time and are associated with substantial mortality and healthcare costs. The aim of this study was to systematically summarize the literature on risk factors for infection after pacemaker, implantable cardioverter-defibrillator, and cardiac resynchronization therapy device implantation. Electronic searches (up to January 2014) were performed in PubMed, Scopus, and Web of Science databases. Sixty studies (21 prospective, 9 case-control, and 30 retrospective cohort studies) met the inclusion criteria. The average device infection rate was 1-1.3%. In the meta-analysis, significant host-related risk factors for infection included diabetes mellitus (odds ratio (OR) [95% confidence interval] = 2.08 [1.62-2.67]), end-stage renal disease (OR = 8.73 [3.42-22.31]), chronic obstructive pulmonary disease (OR = 2.95 [1.78-4.90]), corticosteroid use (OR = 3.44 [1.62-7.32]), history of the previous device infection (OR = 7.84 [1.94-31.60]), renal insufficiency (OR = 3.02 [1.38-6.64]), malignancy (OR = 2.23 [1.26-3.95]), heart failure (OR = 1.65 [1.14-2.39]), pre-procedural fever (OR = 4.27 [1.13-16.12]), anticoagulant drug use (OR = 1.59 [1.01-2.48]), and skin disorders (OR = 2.46 [1.04-5.80]). Regarding procedure-related factors, post-operative haematoma (OR = 8.46 [4.01-17.86]), reintervention for lead dislodgement (OR = 6.37 [2.93-13.82]), device replacement/revision (OR = 1.98 [1.46-2.70]), lack of antibiotic prophylaxis (OR = 0.32 [0.18-0.55]), temporary pacing (OR = 2.31 [1.36-3.92]), inexperienced operator (OR = 2.85 [1.23-6.58]), and procedure duration (weighted mean difference = 9.89 [0.52-19.25]) were all predictors of CIED infection. Among device-related characteristics, abdominal pocket (OR = 4.01 [2.48-6.49]), epicardial leads (OR = 8.09 [3.46-18.92]), positioning of two or more leads (OR = 2.02 [1.11-3.69]), and dual-chamber systems (OR = 1.45 [1.02-2.05]) predisposed to device infection. This systematic review on risk factors for CIED infection may contribute to developing better infection control strategies for high-risk patients and can also help risk assessment in the management of device revisions. ? The Author 2015."
1488,"Schepisi M.S., Sotgiu G., Contini S., Puro V., Ippolito G., Girardi E.",Tuberculosis transmission from Healthcare workers to patients and co-workers: A systematic literature review and meta-analysis,2015,PLoS ONE,10.1371/journal.pone.0121639,25835507,"Healthcare workers (HCWs) are at risk of becoming infected with tuberculosis (TB), and potentially of being infectious themselves when they are ill. To assess the magnitude of healthcareassociated TB (HCA-TB) transmission from HCWs to patients and colleagues, we searched three electronic databases up to February 2014 to select primary studies on HCA-TB incidents in which a HCW was the index case and possibly exposed patients and co-workers were screened.We identified 34 studies out of 2,714 citations. In 29 individual investigations, active TB was diagnosed in 3/6,080 (0.05%) infants, 18/3,167 (0.57%) children, 1/3,600 (0.03%) adult patients and 0/2,407 HCWs. The quantitative analysis of 28 individual reports showed that combined proportions of active TB among exposed individuals were: 0.11% (95% CI 0.04-0.21) for infants, 0.38% (95% CI 0.01-1.60) for children, 0.09% (95% CI 0.02-0.22) for adults and 0.00% (95% CI 0.00-0.38) for HCWs. Combined proportions of individuals who acquired TB infection were: 0.57% (95% CI 7.28E-03-2.02) for infants, 0.9% (95% CI 0.40-1.60) for children, 4.32% (95% CI 1.43-8.67) for adults and 2.62% (95% CI 1.05-4.88) for HCWs. The risk of TB transmission from HCWs appears to be lower than that recorded in other settings or in the healthcare setting when the index case is not a HCW. To provide a firm evidence base for the screening strategies, more and better information is needed on the infectivity of the source cases, the actual exposure level of screened contacts, and the environmental characteristics of the healthcare setting. Copyright: ? 2015 Schepisi et al."
1489,"Saco M., Howe N., Nathoo R., Cherpelis B.",Topical antibiotic prophylaxis for prevention of surgical wound infections from dermatologic procedures: A systematic review and meta-analysis,2015,Journal of Dermatological Treatment,10.3109/09546634.2014.906547,24646178,"Importance: Topical antibiotics are not indicated for postsurgical wound infection prophylaxis in clean and clean-contaminated dermatologic surgeries, yet many dermatologists continue to prescribe them. The objective of our systematic review and meta-analysis was to critically assess the efficacy of topical antibiotics in terms of preventing postsurgical wound infections in the dermatology outpatient setting. Methods: PubMed, Embase, MD Consult, Science Direct, Springer Link, DynaMed and Cochrane online medical databases were searched from 1980 to 2013. Results: Using random effects modeling, the pooled odds ratio of developing a postsurgical wound infection was 0.71 (95% CI, 0.42-1.19). Discussion: Pooled data of the four trials in the meta-analysis did not show a statistically significant difference in incidence of postsurgical wound infections between topical antibiotics and petrolatum/paraffin. In the setting of moist occlusive dressings, there is no statistically significant difference in prophylactic efficacy between applying and not applying ointment to surgical wounds. Wounds at increased risk of developing surgical site infections include wounds in diabetics, wounds located in certain anatomic regions, and wounds created by some surgical procedures. Conclusions: Petrolatum should be used instead of topical antibiotics as a prophylactic measure to prevent postsurgical wound infections in the outpatient dermatologic setting. ? 2014 Informa UK Ltd."
1490,"V?zquez-Polo F.-J., Moreno E., Negr?n M.A., Martel M.",A Bayesian sensitivity study of risk difference in the meta-analysis of binary outcomes from sparse data,2015,Expert Review of Pharmacoeconomics and Outcomes Research,10.1586/14737167.2015.1011131,25673174,"In most cases, including those of discrete random variables, statistical meta-analysis is carried out using the normal random effect model. The authors argue that normal approximation does not always properly reflect the underlying uncertainty of the original discrete data. Furthermore, in the presence of rare events the results from this approximation can be very poor. This review proposes a Bayesian meta-analysis to address binary outcomes from sparse data and also introduces a simple way to examine the sensitivity of the quantities of interest in the meta-analysis with respect to the structure dependence selected. The findings suggest that for binary outcomes data it is possible to develop a Bayesian procedure, which can be directly applied to sparse data without ad hoc corrections. By choosing a suitable class of linking distributions, the authors found that a Bayesian robustness study can be easily implemented. For illustrative purposes, an example with real data is analyzed using the proposed Bayesian meta-analysis for binomial sparse data. ? 2015 Informa UK, Ltd."
1491,"Li C., Shen B., Yang J., Zhou Z., Kang P., Pei F.",Do patients really gain outcome benefits when using the high-flex knee prostheses in total knee arthroplasty? A meta-analysis of randomized controlled trials,2015,Journal of Arthroplasty,10.1016/j.arth.2014.11.025,25550212,"The purpose of this study was to undertake a meta-analysis to evaluate whether patients really gain outcome benefits when using the high-flex (HF) prostheses in total knee arthroplasty (TKA) compared with standard (STD) implants. Only randomized controlled trials were included in this meta-analysis. After searching PubMed, Embase, Wed of Science and Cochrane Library, 1042 papers were identified and 18 trials were finally eligible for meta-analysis including 2069 knees (1906 patients). We found no statistically significant difference between the two designs in terms of ROM, knee scores (KSS, HSS, WOMAC, and SF-36), patients' satisfaction and complications. Hence there is currently no evidence to confirm that the use of high-flex prostheses in short-term is superior to the standard prostheses after total knee arthroplasty. ? 2014 Elsevier Inc."
1492,"Mihaljevic A.L., M?ller T.C., Kehl V., Friess H., Kleeff J.",Wound edge protectors in open abdominal surgery to reduce surgical site infections: A systematic review and meta-analysis,2015,PLoS ONE,10.1371/journal.pone.0121187,25816365,"Importance: Surgical site infections remain one of the most frequent complications following abdominal surgery and cause substantial costs, morbidity and mortality. Objective: To assess the effectiveness of wound edge protectors in open abdominal surgery in reducing surgical site infections. Evidence Review: A systematic literature search was conducted according to a prespecified review protocol in a variety of data-bases combined with hand-searches for randomized controlled trials on wound edge protectors in patients undergoing laparotomy. A qualitative and quantitative analysis of included trials was conducted. Findings: We identified 16 randomized controlled trials including 3695 patients investigating wound edge protectors published between 1972 and 2014. Critical appraisal uncovered a number of methodological flaws, predominantly in the older trials. Wound edge protectors significantly reduced the rate of surgical site infections (risk ratio 0.65; 95%CI, 0.51-0.83; p = 0.0007; I2 = 52%). The results were robust in a number of sensitivity analyses. A similar effect size was found in the subgroup of patients undergoing colorectal surgery (risk ratio 0.65; 95%CI, 0.44-0.97; p = 0.04; I2 = 56%). Of the two common types of wound protectors double ring devices were found to exhibit a greater protective effect (risk ratio 0.29; 95%CI, 0.15-0.55) than single-ring devices (risk ratio 0.71; 95%CI, 0.54-0.92), but this might largely be due to the lower quality of available data for double-ring devices. Exploratory subgroup analyses for the degree of contamination showed a larger protective effect in contaminated cases (0.44; 95%CI, 0.28-0.67; p = 0.0002, I2 = 23%) than in clean-contaminated surgeries (0.72, 95%CI, 0.57-0.91; p = 0.005; I2 = 46%) and a strong effect on the reduction of superficial surgical site infections (risk ratio 0.45; 95%CI, 0.24-0.82; p = 0.001; I2 = 72%). Conclusions and Relevance: Wound edge protectors significantly reduce the rate of surgical site infections in open abdominal surgery. Further trials are needed to explore their effectiveness in different risk constellations. ? 2015 Mihaljevic et al."
1493,"Khuroo M.S., Khuroo N.S., Khuroo M.S.",Diagnostic accuracy of point-of-care tests for hepatitis C virus infection: A systematic review and meta-analysis,2015,PLoS ONE,10.1371/journal.pone.0121450,25816332,"Background: Point-of-care tests provide a plausible diagnostic strategy for hepatitis C infection in economically impoverished areas. However, their utility depends upon the overall performance of individual tests. Methods: A literature search was conducted using the metasearch engine Metta¯, a query interface for retrieving articles from five leading medical databases. Studies were included if they employed point-of-care tests to detect antibodies of hepatitis C virus and compared the results with reference tests. Two reviewers performed a quality assessment of the studies and extracted data for estimating test accuracy. Findings:Thirty studies that had evaluated 30 tests fulfilled the inclusion criteria. The overall pooled sensitivity, specificity, positive likelihood-ratio, negative likelihood-ratio and diagnostic odds ratio for all tests were 97.4% (95% CI: 95.9-98.4), 99.5% (99.2-99.7), 80.17 (55.35-116.14), 0.03 (0.02-0.04), and 3032.85 (1595.86 - 5763.78), respectively. This suggested a high pooled accuracy for all studies. We found substantial heterogeneity between studies, but none of the subgroups investigated could account for the heterogeneity. Genotype diversity of HCV had no or minimal influence on test performance. Of the seven tests evaluated in the meta-regression model, OraQuick had the highest test sensitivity and specificity and showed better performance than a third generation enzyme immunoassay in seroconversion panels. The next highest test sensitivities and specificities were from TriDot and SDBioline, followed by Genedia and Chembio. The Spot and Multiplo tests produced poor test sensitivities but high test specificities. Nine of the remaining 23 tests produced poor test sensitivities and specificities and/or showed poor performances in seroconversion panels, while 14 tests had high test performances with diagnostic odds ratios ranging from 590.70 to 28822.20. Conclusions:Performances varied widely among individual point-of-care tests for diagnosis of hepatitis C virus infection. Physicians should consider this while using specific tests in clinical practice. ? 2015 Khuroo et al."
